date,headline,url,keyword,source
2014-08-13,Cisco baut weitere 6000 Stellen ab,https://news.google.com/rss/articles/CBMikwFBVV95cUxQcWZKanI1dXhZQXdxVUJ1OGh3REdJcG1mbEZRZXlEU0hRTHdma0szdDV0TWFOYTc5XzVFMnRIdXA4Q1Awc2ZhRWFwR0NKelJ2OEZOczlnQTc1dzdKTUdjbUcyX2YzYjRrWHFhQWl5N0hIandYOGNNaHpqTGh6d21Qdm9EcUYzSUJxcVFjQU03d1Zodmc?oc=5,brent,Reuters
2014-08-12,"Stocks, euro fall with German sentiment; oil tumbles",https://news.google.com/rss/articles/CBMiugFBVV95cUxPMWlYRFpZTUd1WmlMZ0tzTld5aHBhdFZCNEdwUU13XzVtdkVFUzlkakpSc3lNcXNqa1l0X3lnOE56d0prXzNwTzJEU0Fvd21aczE2MDRsQjBBVndZNjQ1Sl9wUWdfdEVicTg0RE10NHBBSzlDOVVoc204a1hmSU1UenBrNl9IdUlsckNaczhrczRvM2U3UDB0THhHalgtcUtGczJBS21UMDMtQVVtQ2UtWFg1X3JvNkZYVHc?oc=5,brent,Reuters
2014-08-08,Palestinians press on with Cairo talks despite end of Gaza truce,https://news.google.com/rss/articles/CBMijwFBVV95cUxPT2t1NXNpOF9QLXhGWC0tQ0lQZC1OUTN0d3V4VXdhMVllYzdIV18wUndkcTBqNkRTY0J5OGJhbXlJT3FtYy05OEFsZWgtaFNJbUZHOXk3QTQ5cHN0NVk5Um9vQ3NwaWpIaEp0a2lYYmx5a01XdmFaM2swd0pFN0NWNWlHRTBLbHlIcDNJOFo1UQ?oc=5,brent,Reuters
2014-08-04,"Breakingviews - Arcadia, traders settle U.S. CFTC oil-rigging suit for $13 million",https://news.google.com/rss/articles/CBMiwgFBVV95cUxOQzNDb1puVV9XZ1BOeW92aXlDNHdvYmFxZTl6Z1ZYbVFYdXJITHhpLW1mc2twdldqQW5ibXdKc3hVZURNQ1FfM2tLbzJIcWRob1JPOHRGdlNfREhqUEVYb2d1YUZzME01dUtFdXVBb1hFRXQ1Sjd2OG9HZFJveE9qVnhyOWI0SFRKYWVCQ0NNT0NFM1cyYmIxVUNSSlg0R056M3dVblcwWVR4Zlo2MjVsNTZ4ZFUwamVDYXl4RjZzTEw0dw?oc=5,wti,Reuters
2014-07-31,"Meda buys Rottapharm for $3.1 billion to be 'bigger, stronger, better'",https://news.google.com/rss/articles/CBMivAFBVV95cUxOUnVfMDZta1dBZGNrZjhZd3lvMVZEdjBTMlowTVRoZUNqdVlyNGZYVkV4d3Z0TnlWV1V3SjRfWE1fZ2xFY1pYbGRNNmlyUU1tRWRGYUpMN01uUWl0eTNYcjZ3QkNVUlUtNXVxemQxY01YVTg4YXB1TlBreTZmOXV1WkZaREJiSER5M0ZKM3lyVDVqOXRXX25WVC15UnowYVZrSzlOemIteHVIWXBwOF9mNGRWWWg3N0V2Y0phOQ?oc=5,brent,Reuters
2014-07-30,"Japan's SMFG Q1 profit falls 20 pct, overshadowed by year-prior stock boom",https://news.google.com/rss/articles/CBMixgFBVV95cUxPekh0Z0hlQkpjVzIycS0tYjJBNklZcDJxTElzSXQzeUhjaDYtYjk0VVBidmQ5Rl9WYks0cnJhSXJ3aGF3MjFYdklqVk5ZbTluSjR3SnlYeHhha0ZIUjUtamVMbFR0SmJLX2hKdTdZamwzekFvVTRYN0ZDM1pSM0xGQ29LdEpGTjgxLVZxWm9seGRFbnFZRzlCYmJSN1VITzUzQjQxTnNzVjZqMjhGVE56M0otZFdtTWpiUTNTTWFNd3p5NzF0SEE?oc=5,brent,Reuters
2014-07-24,"Global stocks edge up, U.S. bonds slip on jobless data, earnings",https://news.google.com/rss/articles/CBMitwFBVV95cUxNZi1vM2xXYWREeXQwRl92NjRpdEJfYlFwTGpPcWozVS1ETlViOUdYQ0V6N2FBTUp1OXBwekdiZXFuZDdTR3RxeEx3MEx1aGVWQnllakxoamZYdWxNREpVT2lDQ09wcklZLW1pNTk4U3JjUGI5X3JMeVA4b01vWklnY1N4dmowaGVDSmdmaFFvVW8wQlptNjJISGR3TEVnX2ZXQmh3YnJkcVk1ZFBhRVY1R0RyZVRHSW8?oc=5,brent,Reuters
2014-07-20,Oman fund working to rescue Bulgaria's Corpbank-source,https://news.google.com/rss/articles/CBMirAFBVV95cUxNTlkxak9IWG16V3h3TjYxa2VRalpTSVdKUWxyeG9LSFRnRWItXzhCaUtjWEh4MTdSS1FibEE1MVJCX3JuR0hPNTg3RElJX3E2Uzl0RHgyRUFUaXdCTk9OZkVwX3lSdkt6Z2VuREdaWFBrbkF3Sl9QcEFzNFd3d29HMEE0aHREU2hyQnhaSHZvUVhhMXlQSFhpX1JXbWpfbzJXV21sWDFWZk5fckVi?oc=5,brent,Reuters
2014-06-30,Sex video new twist in GSK China bribery scandal,https://news.google.com/rss/articles/CBMipwFBVV95cUxNeENPNnVNMzBvOHhwU0NpZFN6QkgwRGptNEUwd0RodEYtMVJUYVhYWHM5UGdDVmh5S1hwc0syX00xcUs5SUFnR3RBOXZfV21lNzQ5M0JXc0NZUzBaQk05MUxxNThONWpmaTVVemdkR3l5djU2dFFJY2dwZ0hGX25KS2dnOGVab0llZmdwNlAwWXhteG0tU3V6TmdoaUstRG4zSlRvVVlQOA?oc=5,brent,Reuters
2014-06-30,"As caliphate is declared, Iraqi troops battle for Tikrit",https://news.google.com/rss/articles/CBMirAFBVV95cUxNdU5lXzZTRzE0cGZFSlE3Tm1GOTV0VzY1TEdveWZOVjkwaElocXFUc0lWNS1XaHozVkVRX01HRk1MZ01FZGUyUDBaQ0FWX0tMTFBUeFJmVGlsX0QyT0NqYmpYY1J2MGNUSEY2NkNjMUdMMXNrSWhUcjEwaGJZOVJ1ZjB6Tnlkd2RzY2JMYVd6Mm43aHE3LXVzWWc0SDZ2a0czNDNVY1ZUaUFUcUVO?oc=5,brent,Reuters
2014-06-24,Subdued Ifo takes M&A shine off European stocks,https://news.google.com/rss/articles/CBMipAFBVV95cUxPOVByeVhWQVV0cENwaGRMb2x3bE5LbFVUc3JCdFN2eWg2S0lTajVKSGh2dnlxS2NieFkyYjNEUVp1VFduMG9nTFBZdlJWNUVpTERySmJjRXBQeHppcUt1VENGMjdPUEd5aG9IRXhXTWp4NFlGRzlyZVQySkFGZnZwQ3IxekpwMXlqZUZxVkYxM3hqUEVBVFVxZ2hzM2hLejZLbTlLWg?oc=5,brent,Reuters
2014-06-17,Target sells $2 billion of bonds in two-part offering,https://news.google.com/rss/articles/CBMirAFBVV95cUxPQTNLZDE2dmxEOTFUT3RQOVQzRzVJVV85V242TGtIa3EtSFc1ajREeGVOTGVaQVd4emZ6TURWTnN0U05fU1JzNGFra2Zvcm5IMHEwU3RQZVJBc2pxbzNZYXEzMzNQVVJGNnpDZGFxLUZCVUVTa0xXaG0yRmMtLUZPcDh3RmU3RzhCV1RXWndBWmEzNXpPRThmVF9FcUM0b0ZDcXZoNzBWR1RBUUFy?oc=5,brent,Reuters
2014-06-17,Confianza de los inversores alemanes se desploma en junio: ZEW,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMW1Oa3pTM0xCaEZSU2xzT2lQVjBxdHRPWHUxY2ZTTmd3SEZkQnA0Um1QSHpVWlhKMTV0dHBKTTVVb01YRU9kYmN3S0c2ejNQMkRheERzUjJhdDF2QTlOcHgyRUw5LTFWdmNWd1ZjZmhGR2h6amppamt3LXgtbXFYM3N2Z3hCRmhBRHFwWFkzd1pES2ZMV2VkeXdIeVgwTDdCUVg1ODNTLXBvYXdZQXhfU0l4eUR0SXBB?oc=5,brent,Reuters
2014-06-14,Britain makes Hollywood actress Angelina Jolie an honorary dame,https://news.google.com/rss/articles/CBMiuwFBVV95cUxObl9sd3RUOXFmdE1GVE1hNnF5UkxhNzZNRXM1bGllcHc3eWRjaXB5b2RqNi1ZQUU3T2Fkd2tweElDR1NLQ0xVOGdwQkx6QmFxZFlFVGhlZ05nZXVPaERSMzFoVmVMV3FRX2VyUzlFeTVRcERwdnFRaHdhWTlBVmRVNFN5NUJBRS1MOXNKQ0dPNW1za090cE1QTHZkMXhPZTB1b1JBSDJmSWhiZlB4aVJxM0VtQS02RC1GenRR?oc=5,brent,Reuters
2014-06-12,Spain's Koplowitz could sell part of FCC holding in debt deal - source,https://news.google.com/rss/articles/CBMivwFBVV95cUxNX00zQXNvVWZNTTBvWUc5UWZqcDg0bUh4OGx3UEJ4QjA0c1hIQXlBX01uRllySlZudXp2TTJUU1ZrS3dXakdmLXc0amFhQ0pRRk9FOTBiQWlhTkUyUzE4X3BTN2FPVW1GekllQUpBN20yczNrZFdacjNnS3gxV1ZSOENmU2UxR0NEaXJpZVp6MkZKdmZMSW40ajczYmEzcTRmRHlhc0hYd1dYbTZodTlsSlFwYm10dG50Rk9XVTB3RQ?oc=5,brent,Reuters
2014-06-11,"Palladium slips from 3-1/2 year high, gold barely moves",https://news.google.com/rss/articles/CBMirgFBVV95cUxOSUJHNnhCZlZHQklaVElVdVprdWVvdlktQjJpaFRSb1NRMzg5RTJ2aHdHbUZsUUlxSG5tMVQ0T3l4R0ZaT2hHb2VmS1QzU0JpYmxXMHFlQ3M0NTZ1NU4yeGtRZzZtckowdjlHZHM0UzZfSkRMVkFOeUxzb2JSWDJlcW1uemtfcmZLaFF0NU5ib2V3a0VsOVRiZ25WV2FldmRNYmkzLWdUeGtSR0V0YVE?oc=5,brent,Reuters
2014-06-09,Andy Hall's fund up 16 percent through May even in lackluster oil market,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNWjZTNThoNDM4WXBMT001cEl2bU91Q3dlejZwcGxkRU9sekhEQkJUV0ZJRHJIaEtYSGlLRGhaTXVWU19FNHB3b3RlOUlta2UzaTI4LVNGZVRuNm95QTRVSkkzQlgzSU0tZVN2RndlOUlFdXpTX2I2bG1ub1ZJaFk1cVNUbTlncnBqOHRDcDRfXzdqSlFsVi1hMFBCTWI5YWJXZGFYY0tHOGNfcFd0QlI1QTRyZ0hYSF9oSmRqTGI5NWV6UQ?oc=5,brent,Reuters
2014-05-29,Texas woman gets 10 years in jail for animal torture videos,https://news.google.com/rss/articles/CBMitgFBVV95cUxQd0tVTXV6RHJqamQ2TkZpOXdKWHMteGs3UUFZMWtOWVNESk5kc3ZTeTJVQkVoNF9YTkhNZkowTEYzcmIwRlp3SWhvZXlPWkFoeUgtUlJ2STdpYy1kV2c2UkR0a08wSmpVR2xaY2J1U01wbTdoQjdnY3luMTZSM1ZiblhYY19VaC1FVWRJTVdzSWdiNnFIOGhQMlY5TkRVNzFQZ0hVRmZ3WTAtcnhRaWJBWUhOU3puUQ?oc=5,brent,Reuters
2014-05-20,UK Mail's profit rises as Britons click and order,https://news.google.com/rss/articles/CBMipgFBVV95cUxOSk1KUVZUTkhXRms5bDUzUXFmdGtfcFBFYS14YmtDc2t3ejdBY21TSGZJYVBDWWVpSE5uTll5THNzb2pDZ2JWRXFTQzB0ZFJIazlCSy1JRVhIdEtXU3FYVWo0UE5XdE5yQlpnTU9DeXVBYXA0Mm5FU3BmaE1JYm91UUJwRzZweDVUUDJOMWFSbDRiaXQzazJxRTJtYWhLcHJiRHFGRmpn?oc=5,brent,Reuters
2014-05-13,"Amid rising Euroscepticism, Romanians build new lives in Britain",https://news.google.com/rss/articles/CBMivAFBVV95cUxPSy1xZFFxTDNmbHcxdURhVHFMSkZvQ2k5UHlPbHEzOEY0MTZ3eHdsaXRrR1hZeWh0X1lwbUt6V3p0amM4TWN2MkxKMDkyQjB1M0M0NWZjTm1LVnBlWEJTdjk1TkIyWEl4T29idVhpbE9Zcm1JWmFzT2RQN2FtM1hXOXdwQkZjUGFHTlF3Qmw5ampkb3UwVmVFX0FPdWItTmZndXlfR19MdlBrYnZOaEtFWnE0NENPNXE1RnFMaQ?oc=5,brent,Reuters
2014-05-06,"Enbridge says 796,000 bpd Line 4 shut down after power outage",https://news.google.com/rss/articles/CBMixgFBVV95cUxPVUhyNEtMc0NtVG5NZkxENFhtb24yLUwtandNTEp6S25HR0lTME9GZld2dGJ2OTlZTTh3dzFFR3B6cmZ3YmxFcU1xOEpMd25qRUVvaEZMVEoxR3J1WGFMTVp6ZmQ3MzFVZFdkNkc1QjM4UjJJOUdzLTNTbUpMcHhLNmFhdkE3RWtYUkxCYU1NWjA0TDI0Uy15ZlZabGtSRmJJcm83RTBsWFpmTWpRd3VCM3FXTks0eE5GbHlSQWJUYkZCNEJpUWc?oc=5,wti,Reuters
2014-04-23,"Schneider posts 7.7 pct rise in Q1 sales, confirms 2014 targets",https://news.google.com/rss/articles/CBMitwFBVV95cUxNV3lLOC1ZeUtvWVV6R0RTZDJKcURQalpxTlg1dnY2ZlhPTml0OUk1VTQtRnNETDZmWHdvTkY3dmtKcVNOS1VYamh3SzRPandmb2FIeV9oLVRuS1p0ZndTUzNEc0xNVWtqcEpjMDcyRUgtZ3ZvOHQtb1NXbjVjMGgzdWRuak9Xek9udzJ3eWxkZnN3TDh2XzJzd1VxLVE1OWw5REJSSGpCMnRTV01ZY0ZQSi1XMGlPb2c?oc=5,brent,Reuters
2014-04-23,"Katie Holmes, armed and dainty in vigilante satire ""Miss Meadows""",https://news.google.com/rss/articles/CBMiugFBVV95cUxOMmJCRGkyZmlIQklZQlAwNjhBVVd2VERuZXl0SlF3UHo4cDR6MGl6Tjg4N2JRb1dqQXBDS3pndmdVSHpERW9XVndPWWhyM0VaQjdwVDhfMGxVYWRNZnloenpLb1hGaG9Ud2t3QmxsUlY0NVQ3NHY1ZUFZeUFibDUySkZOVGh1WkRfcERSVEtFNG1ZOHhPbnA2aFhVcnpEb0NsVy1menNYMTdGZW1rNy1YRnRKNlY2SFZpU1E?oc=5,brent,Reuters
2014-04-22,Ukraine court seizes Odessa refinery -ministry,https://news.google.com/rss/articles/CBMirAFBVV95cUxPOE9PX3hTUFh4OUdXT3U3b3VRWXg5WUJ0QmcydXE5T1A5UVl5RVphbmZ4WWRDS081OERIREoyRFNUM29ZWjJEXy1HcFNFc1JlMW52aVFGZ2FOaVBmajV4Q2tvbWNNdXZxMEtKSEVvelczVDRyeHlaa21PaHFmOXVNa2NJVkNtVlJLcm5ZbzExV0pfaDVEM0VEYXN6UC1vTWVGSHppOEJJdGJ3ZENr?oc=5,brent,Reuters
2014-04-22,Saudi Arabia's home finance company in final stages -sponsor,https://news.google.com/rss/articles/CBMiswFBVV95cUxQZFZkdHVGRjdNdkJOeWl5LW9SYmtLUlctSUhYRlllZ1FUSHl3VWJUUm00QVB2Mk82VEdZdWI4aHBEZGVRZW1VeEUzQW9lVGgtbDNtbU1Fb2NqT2t4ZVA2R1UtTS1sY09XMWhBTmdKYW5BXzZZVG9TaEx6eVk1Tzc1QnBhdHpSSHR5QTVxRVdrV0xKcTROUHhqN3VHUUM3b1d5SVJST3hmOVRyM3F6SkxZSnU4bw?oc=5,brent,Reuters
2014-04-18,Xiake Color Spinning and units' overdue loans increase to 398.8 mln yuan,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTUFNZVdKendNYmUtQjNENkptYUtTSDZJajFLVk1vM0tfVUFNVEhjYk9CR3l5SjlvU1NlZEtTa2d3dkREUFVaNW9ZMl9qT1dabXpXOXo2cERTTHZWc1NMN1NDeE00aENDSUtBbElIZEVFTVZyaW1IR2JYSXVtcngzZ1hLRDRiZzhsdm1uV01QaHZ5bUtvMXh4WU5DQmFla3FnalVRMDVNN08zOHF1SHFfMm5DVjNEdWtUcFYwM1V4WFFzMF9N?oc=5,brent,Reuters
2014-04-16,Former Bridgestone exec to plead guilty to price fixing -U.S. Justice Dept,https://news.google.com/rss/articles/CBMixgFBVV95cUxPTHBlNmliQWdjcUhmdjdzbkdLUmZwdlFOaW93N1RUd1JLdnFYS1lQaHNCVFBITWNZZzNjeHA2d2UtaVJNWWxtYm9CdWVPLVh6UVBKNENZX3RZMGtadjZkdTNjTndHMFprejFmWDEwSU0zX2V1RWVJX3QxWGIxY2VvMUx3SWhfdDdZYkV5djNoMkRaQ3Nodk42LVFhSjlvVk9GZkVXUzBUbWF6RTZ4RmlEUW9PT3JQVURNaC10cnRkTXhrNS11VXc?oc=5,brent,Reuters
2014-04-14,Asia Distillates-Physical regrade stays wide on jet fuel weakness,https://news.google.com/rss/articles/CBMizAFBVV95cUxNT2pocG5JMVR6dDhyMzA3WUNfa0JVN09Fd2Vubk1ZXzV4NE5NRzhXM0h2a0JCRDlLRHV6bFJ5UnU5YW9rVThpd21WeWJOVHpXRmwtM3dpNnpJX1JrU0ZpcEVYQl9lUDZSSHY5YW1BbUstYUR4Uk5iblJHaVVucEFueTNQMkw2RWREQi01UWhqd1NPbjFCRk9fR25TdHRycVV1NUcwMkNUTG1tWGNhcC1hLXZ1VVVLQTJ4aXdfMkJUZlU3S0RndEpvSzZmT1g?oc=5,brent,Reuters
2014-04-10,"U.S. defence chief praises Mongolia, given horse during visit",https://news.google.com/rss/articles/CBMiswFBVV95cUxQRVFyQmxyNF9OSXd6eEJDT0lrYlBSWXl6eVZrbFM2Zks3RzBUNVZ2VGoyMlE4MG10aVIyN215YkZEOXNvT2o5Qm44MHFHVTZaYjlDU2RsQlpVU3IzVEdnQ05sWG5ucFA3SXNVLVRKMzhsT1cwNTAxVnF3NndPN19ZYXVBdzdOUFdLZjhTVklWUHZkWkxWYXJDU0VBQWp5bkF2RFI4bWtZMW9vWjBhZ3NCdzdRcw?oc=5,brent,Reuters
2014-04-10,Restaurant chain Zoe's Kitchen valued at $276 million in IPO,https://news.google.com/rss/articles/CBMitAFBVV95cUxOMEhkN0ZpSElGcTVvMFNfZlQwN0hVTFdrRVN6bVpxOFV1bEsyaEh5VDNTdXg4RndVZVUweEJYb1JXMjkxcjI3Sk9YdmJhQlNZTEdFY3NrbkdPY09tQXBSY1A3MThxaWI5SWF2YVZlWVVxem1jWEcwUnN0NG5MMFBEcHNsUEl5WlFvVEdjcjB2OWNnLVBJQ0lJd3lYR2E4dmNzUmNucjZudEo2dUF3OEh1Vm9fOTU?oc=5,brent,Reuters
2014-04-09,Spain's Iberdrola share trading suspended - regulator,https://news.google.com/rss/articles/CBMiqAFBVV95cUxOb1VWaVJtZnR1ZXpDMTNNS2JLZHE1RjFSVk14cThZejB1SEZoOEYxUElYaEdDdllEU2o0UlMzbFFUNjA2V3NsVEk5RDRjRnZrOFFVMlFjekd4WE43aUdibUdQTTJqTU93ZGFMc2ppUXA0ZnRNc0tnU2Q3M0lEcjVqVmxuYksySjJoS2xkR3ZEVXVYRktsUGpaWjRfNlh2dF82cXlENVVOVnA?oc=5,brent,Reuters
2014-04-03,Birds of a feather: hummingbird family tree unveiled,https://news.google.com/rss/articles/CBMiuwFBVV95cUxNQ3ZjWUxVSG9ZM3Z4blBtSHdSUC1fajQwdnFzRnpINkRCaU9MLW01X0JpX1RPVTM3c21SZURjb3M1MmxsLVJwQXU0TkFZSWcwWkRIaTNwV3B1TWtpZmZ6VzhlRURWNlBQR0xQcEFZMGM0QUQ5RlU3dWRLZVlDbzQwSjBoMlBVLWY1X0paRFRaTUNWb0JXbmNUeWF3dEJSV2JQd1ZfT0x6VmFGOFhsWXRNalV1VmNfeFRnRE5Z?oc=5,brent,Reuters
2014-03-13,Denmark's ISS prices IPO at 160 DKK per share,https://news.google.com/rss/articles/CBMinwFBVV95cUxNNWRLTHExLWJuZWpHX2d5VUpGemR1Z01aYlV2MmxqZjR0UXlLUzBjVVh3Rkp3ajkzZFdJRVpuZGJUUmllM2xRMzFadnZjdzEtZ3J0dHlyZVNpRm94R1JqcjR4ak1KZ29QZ0QzZzRrRnZuUWE0UmNoZmUyVXRhdWFURFpaNkw4cnRJekExZmpBdUJTRV9Za3hQQXBjX2djdVU?oc=5,brent,Reuters
2014-03-07,REFILE-W.Africa Crude-Nigerian April cargoes clearing fast,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPMmlMVHJfYW9vWlM5YzZLU0dOQXdMODFYb1pKc2xNTEt4dkgtd25hZUs5X2VGQThLang2ZHYwU3ZSR2l1QzFHcHBuY1RpYlZhNDlfX2UwQ0lHeV9DcHpMS0dpUGpjdDBIMFdUeXcySlRnMHBJSGVzYlJMLVI2VGtzSURZOXAybkNITlJiRlRXQnNqaFhxNElrMTN3dGt5U19fWmVpQ3MyMXhVVkF0R0pqamdWVDJUbDlv?oc=5,brent,Reuters
2014-03-06,PRINCIPALES NOTICIAS DE AMERICA LATINA,https://news.google.com/rss/articles/CBMimgFBVV95cUxORTJvZVlqQnBvS1ZXWWQybWQtLXdJMXlub0d1bmZ1eFcwRUt1VFRyc3dHM0VLMTltR0l1c29SR1BqM3FWR2xIWmdVeWVRa1dHQ2pnaGRtVFozekdmSkFHcTFtSWJCNENueEJBYmdvYkR0QkxVSC0zVmZRM1Itemw4Q182bmhMXzRJbkdReGpHRjY4SEFEcWhXOWZR?oc=5,brent,Reuters
2014-03-06,IFR Markets ForexWatch Asia Regional Daily Briefing,https://news.google.com/rss/articles/CBMie0FVX3lxTFBzU05NY3BoQ1hGV3hpWS1nUV9UZDlYOWFWX1dQcWZaTk1RdkZ1QXh2cExySC1FcllaVlRHNXROWkM3XzZncVlJbXlXaE45NFNyZ0NBeGFza0VLMUdnYzBuMmpmWDFGcTY2d1d4NXVUVFdjaW94cHNBMmdicw?oc=5,brent,Reuters
2014-03-04,'Real Housewives of New Jersey' couple admit to financial fraud,https://news.google.com/rss/articles/CBMitwFBVV95cUxNZ2hBc0VFNTlndWRQSVJPbFhKOHVHYVExeDB0T1hSNFF2dWhIaS0xUVk0NE5TbzhoQjdjY1o5UTJHcE5lcUxKNVZla1lVVkM3NUkzM3BJOTYtX3c2X0FfTWRuR1FwX1V6X3h0MDZFUHJsN1dZZjJlWUx6SW1pWmtOLTVJdEdxU0NjNkw0WGNRa0g0WDdsRXQ0YzZ4ZFJTUlJrcWRSV3J1ZC1rUGVDZEJaOVFvYTcyNWM?oc=5,brent,Reuters
2014-02-27,"Yonghui Superstores' 2013 profit up 43.5 pct, sees steady revenue, net profit growth from 2014-2016",https://news.google.com/rss/articles/CBMizAFBVV95cUxNcGZ6VDcxMGdfXy1CWVN2S3FJSExzNUItd2MwUm8tSVlqMF9OZGxMRnhvTUVNRlRheDZtXzVETlVmYWFra0tra3NhQjFhMlBRRmhaNTBuN0hnbkxBeldKN0JLYTYxbDBFLWpsQUlueHMxMnNQSENqSGVqaUlzUC1IazY2MDNFUEtEZUNtX29SRlhwSHl4YTlIUFJhRnA4aVRjUkdhNDdfRXdFeFNiZ3VQYll6S2tYNlpVMTV1V2VSVjVpMGt4NVo5cmxWNzE?oc=5,brent,Reuters
2014-02-18,Actavis to buy Forest for $25 billion; windfall for investor Icahn,https://news.google.com/rss/articles/CBMivAFBVV95cUxOWUprbTRhb3Q2SGRNOElRUThzdEluOVQ1SlhfQ20yWXlUZlc2OVFvdU1VR01DUFk2XzZxN1pHYXJmNzk2WEZpU0RRMVBTY2NGT0dzZFo1aldjellTV0hSaFRMeF80ZjdWanc2TEhQZXRjMmh6cmpqMzBObDAwbGhBa29oTFhsczVvQk8yb01NdGZVQm84OGd3OVlGeDBvbnREQmpGVmVPT3NMSDltVVAwVVZsX2NXUWVqUFpUeQ?oc=5,brent,Reuters
2014-02-13,World stocks flat despite soft U.S. data; dollar down,https://news.google.com/rss/articles/CBMiqgFBVV95cUxPb3F1M0hRRHBHMTZrallyaWw0YUFucFV3amVCcDlDVFI4NDR5MW5TZFVIbGVqNk15aHJ3eFU0V2V2Q0p3YVJVTTh1bFJQaFNzbW1Fdngwa0dqZ3ZIaUhPSFF2aUlLcTFjbllxcE43UDNYWFlwZmJXWnpYWmRKcGdjNHBLc253Qy14NURXeDhuS09xMG1pVXd1bnFUblBNeVZGYTdCUExRLW11dw?oc=5,brent,Reuters
2014-02-12,FACTBOX-Olympics-Results from 1980 Lake Placid Ice Hockey competition,https://news.google.com/rss/articles/CBMiwgFBVV95cUxNNDlDMHVIOWJFTFM5Y1VZekxDY1RKZ2xYVVRfT0JMRlRYenNWajk4c210Nnc3SVcyTFl2TExUVXJ4QVRObURMd3p3SThXMlVaT0x6OG9kNTFXdVJ1b0VYRFNpdWdycVQtUUJxXzJvdkpsUlQ0MjVvcFhaQnFFMnRydnYxWTl4cGxhT19ZS251a2tPLXg1cVMxZi1NM1RKSkxUNnJ3bjl1bG9uOE5vakRwdXZMR3d1OHJ4OG5jZ2dTWVVEdw?oc=5,brent,Reuters
2014-02-12,"World stock markets up on China trade, U.S. debt deal; pound rises",https://news.google.com/rss/articles/CBMiugFBVV95cUxPVGE4UXZ1N1hEaGpNbWhuaWVXUS1wSjF1MFZ0ZFZEWERmQURrZmtRNUtHZmxFZkJzanBVRzF5NWpncFRVZ3ZDa1FhVV93enNWQm9ScmZHNzlpemVnZ01zeUFXOWlJVmxNblhQSW5NcnppRzZreFYyaDhCYVFFSU9aS1lNWjg4MTZoNWtsa0ZueGpMcURiMzkzN1oyMDNBUF92b3EtaTRrRnA1ZENfSEJkcFU0U0F0eFZkWHc?oc=5,brent,Reuters
2014-02-06,Asia-Pacific Crude-Steady; four NWSC cargoes loading in April,https://news.google.com/rss/articles/CBMixgFBVV95cUxPeUJuYWNzNXVsQ0VqTUdmSmNyVW1jdk9IT18ycG9uZnBBNE9falludW5lZVNPckpGOUR6bFd0dklLb3dNYk8xTDlDYU1RS2VyX0x2QVFOVEZOdGJnbkVhWndoa3E1M09IR0Itc1dFSEFjMmFBUWhGclFUc191YWppRUs0LTNMeU5uTkR5bFc0WVRzZS1jbUhNb0tjYXdPX0xpc0U3c3BLOHQ2dTFIS1RiVmFDeC1nYWVnbTlnXzZWdlFNT2Y0aHc?oc=5,brent,Reuters
2014-02-05,Brent steady above $106; premium to U.S. crude narrows,https://news.google.com/rss/articles/CBMiqgFBVV95cUxQYmlMVnZzMHQxN0FhZ09aRHNSM216bTNpRzZuNTZpOWlkTl9GZXBJSFdyTy1qR28zSzEzSVh6SlpCNWxZUHRteXp5WTZ3WFVYc0lmRkdWWmNyRXIzRmt5VUtieDZqTmVhUDFuMGI5QmhMeEpyejViVW9fc2xQQjZ2TlFxejRueXZkMEpoVHl0LXE1TTlNS0drTzhyWjlmVVNRWnV1amRleTNIZw?oc=5,brent,Reuters
2014-02-04,FDA launching major anti-tobacco campaign aimed at youth,https://news.google.com/rss/articles/CBMi1gFBVV95cUxORjBkSHZPQ1lNSWhvNm45aGdTY2ROOVVpOVlZbGpBb1ZteGhZWmRSc3BuMU5zMnhaY2Y1VlU4Z2tYWGdyTjJLejN1ZW9WaHRwQmJPQy16VHRNOEkzWXFkV0p0TUFvZ0I2amY4OG9JY0w5LWpoSFU5MjdLVmFJcnVZRzBtWmNQcG1JdjlQSFZfSVU1dDRXTV9aOVVRTEl0bk5tVGd4Mlh6TlQ5MjhDSzNERV9DaUVraGJnQlVhR2tRZ2tnTG0yYWV2MGFpOGVidGJMTE9odVVB?oc=5,brent,Reuters
2014-02-04,History of Scotland's bids for independence,https://news.google.com/rss/articles/CBMinwFBVV95cUxNd3dEb3J3VjNGZUVGM193bkZxRlRJTTdrU2lqaFZHdm9XaWlyYnZxaXo1M2t4cXlIdzBIMGxVSW1GcWNUVk5CdnIxU2tJeWFrY0Fzd1NYTmxoS1JkcjdiOXBuY0RadnRiakxwQmNiUUk1WUI3YThaSi1JeGNJTFhBME1tdm5yd2dSX0hvaEFjdENNWi1pYVJJMVI5Zmgxd2s?oc=5,brent,Reuters
